sentence,cat,label
great little change purse,4.0,3
looks great lite weight bulky wear year,4.0,3
large fits size body perfectly,3.0,4
great pair glasses use,1.0,1
comfortable flattering,3.0,3
normally wear size dress ordered xl,1.0,1
dress bit short comfortable around bust say dresses,3.0,3
hides problem area tummy accentuates bust makes legs look longer,4.0,4
expecting look feel cheap dress wonderful,4.0,3
son love always liked captain moroni,4.0,4
really like got several complements,3.0,3
material great fits good,1.0,1
ordered large safe side,4.0,4
medium would work better safe sorry,4.0,1
take sides bit,4.0,4
weighs,1.0,1
hope helps anyone looking purchase dress,4.0,4
love anklet shiny cute heart charm,4.0,4
quick delivery items well packaged exactly shown described,4.0,1
tried yet packaging selection looks good,3.0,4
package includes nice selection variety sizes styles colors without duplicates,4.0,4
excellent servicei short long,0.0,3
happyno problemsthank,3.0,3
husband said like anything feet,4.0,4
light able walk gravel,4.0,4
loved much next winter im going buy colors comfy got lots complements material soft,4.0,4
fit well really light airy,1.0,1
wore halloween cat ears tail belt middle form fitting,4.0,4
since sizing asian sizing sized little fit wanted,1.0,1
bust w hips reference,4.0,4
wider strap fits little wide top foot really cute sandals,4.0,4
narrow strap toes fits perfectly,1.0,1
fits true size,1.0,1
fits body perfectly totally worth price,1.0,1
cup size ordered small,1.0,1
good quality length price,3.0,3
arrived quickly even though available prime,0.0,4
love plan wear year long,3.0,3
beautiful dress amazing quality perfect fit,3.0,3
cute well made dress,3.0,3
lbs medium fits perfect,4.0,4
wearing sandles summer cute boots winter,4.0,4
great price came within days,0.0,3
data hook product link linked class link normal href shaper queen women best waist cincher girdle belly trainer corset body shapewear xxxl nude dp b dckn qm ref cm cr arp rvw txtie utf shaper queen women best waist cincher girdle belly trainer corset body shapewear xxxl nude extremely comfortable waist cincher roll others tried,4.0,4
fit advertised would definitely buy price fair product delivered,1.0,1
would rate five star excellent value,4.0,4
got white black,4.0,4
excellent stretchy breathable material good tall babies,4.0,4
clothes short torso son perfect wiggle room,3.0,1
cute designs easy put fast stretch inexpensive good quality extremely pleased,3.0,3
cute skirt,3.0,3
beautiful nice long show thru long hair,3.0,3
mixed stone colors red red orange color true red orange like color fire,4.0,2
matches necklace purchased perfectly,3.0,3
necklace come earrings worried matching color,4.0,4
nice order,4.0,4
able get altered tad tight looks beautiful daughter loves,4.0,4
great shirt make dodge challenger shirts,3.0,3
got fixed perfect,1.0,1
gift granddaughter,4.0,4
uses exclusively loves,4.0,4
yes beautiful,3.0,3
best friend really liked,3.0,3
bra good bra comfortable,3.0,4
bras exactly like sizing different,4.0,1
picked particular product wanted certain color,4.0,4
one thing may need know bra runs small,4.0,1
definitely one size fits,1.0,1
wear medium large leaning towards large like bras tight,1.0,1
would definitely run small medium range,1.0,1
good bra need aware quite small,1.0,1
used halfway third trimester,3.0,3
start using postpartum soon,4.0,4
love shirt,3.0,3
