,sentence,senti
746,Great quality.,1.0
747,Excellent insole with good support.,1.0
748,Honestly I never write these but the quality for the price is so good.,1.0
749,I was expecting some cheap type of fabric & quality.,1.0
750,I bought the green and it's awesome.,1.0
751,"I'm 5""6 150 lbs and I bought a medium.",1.0
752,Fits great.,1.0
753,Large would've been too roomy.,1.0
754,I wouldn't say they run large though because I am a lot of muscle.,1.0
755,Hope this helps anyone struggling because they are afraid of the quality!,1.0
756,Cute and stylish.,1.0
757,"A small,  close-fitting sized earring that looks good on the ear.",1.0
758,I got the rose colored metal and crystal stone.,1.0
759,They aren't kidding on the sizing.,1.0
760,You have to measure yourself and don't expect any extra room if you order exactly how you measured.,1.0
761,Love this scarf!,1.0
762,Great Gift - she loved it!,1.0
763,A little large but that was what I wanted to keep the sun out my eyes.,1.0
764,"They came on time, and in good condition.",1.0
765,"They're of great quality, I love the tint.",1.0
766,"I am a juniors size 11 and 5'6, and the Medium fit perfect!!!",1.0
767,Not the best photo though.,1.0
768,I have to be careful when buying earrings because I have an allergy to some materials.,1.0
769,I Had a pair of gold balls but lost one recently and that is why I bought these.,1.0
770,"The only thing is, I got the smaller size but that is not really a problem because I can get a bigger size soon and move these to my second hole and then I would have a spare.",1.0
771,"I love the backs that came with these earrings, they are easy to put on, easy to hold and do not dig into my head as some backs have before.",1.0
772,I will have to try the other colors too.,1.0
773,I ordered a size up based on the reviews.,1.0
774,"Nice coat, though!",1.0
775,Good quality and warm for a southern winter.,1.0
776,Light but nice,1.0
777,coolest baby in the berthing ward,1.0
778,the earrings are holding up great and are the perfect size for her to sleep & swim in!,1.0
779,Gorgeous,1.0
780,we loved this purse because of its high quality and lots of details.,1.0
781,A very pretty purse worthy every penny.,1.0
782,Excellent accessory that is practical as well complementary to your wardrobe.,1.0
783,Great price as well.,1.0
784,Fits a little big so order a size down.,1.0
785,Got this as a gift for a friend and had their name embroidered above the breast pocket.,1.0
786,I found the sizing chart to also be very accurate which is much appreciated with online shopping.,1.0
787,My daughter is a year and a half so the 2T is a little bit big but it still fits and should be fine to wear on her this summer.,1.0
788,I find the vintage look adorable with the buttons and doily/lacey looking detail.,1.0
789,Though it is a nice touch to have the option.,1.0
790,They are really pretty and oh so functional.,1.0
791,they are really well made.,1.0
792,Very beautiful shirt.,1.0
793,Very comfortable shorts.,1.0
794,I'm 4'7 and around 90lbs so the small blue shirt I ordered fit me perfectly!,1.0
795,I love the color and for the price I was pleasantly surprised with the quality!,1.0
796,Love this product!,1.0
797,Wife loved these so much refused to use them for work out...really..smh...day 1 rigorous work out and laying sod...A+,1.0
798,Perfect for keeping the sun out on yard days.,1.0
799,A simple yet modern design just as I expect from a Calvin Klein jacket.,1.0
800,Fits great and cute for a Mickey lover!,1.0
801,it ended up being too big so she needs to exchange it but that was more our fault for ordering the wrong size then it was about the actual top because it fit my mom perfectly.,1.0
802,its a beautiful top!,1.0
803,My fiancee was very happy with this gift.,1.0
804,good quality costume,1.0
805,"Good price, Good Product!",1.0
806,Great product,1.0
807,"Fast shipping,  a fair price on a great product.",1.0
808,"I was surprised at the nice material, boned construction, and overall quality of this garment.",1.0
809,It is a very nice product.,1.0
810,I'm 5'6 165-168lbs I got the xl.,1.0
811,The fit is perfect.,1.0
812,"However, I would like to try the large just to see how it fits (if I could even get it on).",1.0
813,The shipping was ultra fast.,1.0
814,Love this product.,1.0
815,Love SAYFUT.,1.0
816,Cuz it's awesome and good quality.,1.0
817,"very pretty, wears well.",1.0
818,seems sturdy and the heart is always straight (never turns).,1.0
819,GREAT piece for the money,1.0
820,"Adorable, well made, great color.",1.0
821,"The sizes run small, I'm usually a medium but I ordered a Large.",1.0
822,The cups were too small so I took the wires off and now it fits perfect.,1.0
823,"Good quality fabric, & comfortable cotton.",1.0
824,The fit is awesome.,1.0
825,"Will not fly off your head, yet it's not tight or binding , just right, good product",1.0
826,Perfect!,1.0
827,"I'm so glad to have found cloth, reusable swim diapers.",1.0
828,"They fit great, and they're very cute.",1.0
829,I wash them with the rest of our cloth diapers.,1.0
830,"The fit is really good though, so I would assume that they would keep everything where it is supposed to be: in the diaper!",1.0
831,"Long, cute, and comfortable!",1.0
832,It fits me a bit big (but I expected it to.,1.0
833,I have these in almost every color and wear them under everything.,1.0
834,I love this shirt because the material is soft but still thick.,1.0
835,"Nice quality, heavy material and nice clear graphics.",1.0
836,It is super comfortable!,1.0
837,I ordered my usual size and they fit well.,1.0
838,The elastic waist is wide and comfortable.,1.0
839,"They fit at the waist, not below.",1.0
840,"While this says they are 60% Cotton 35% Linen 5% Polyester, the interior tag says they are 100% acrylic, but the fabric feels nice, like a cotton blend, not like polyester.",1.0
841,"After reading mixed reviews regard the sizing, I played it safe and ordered a size up.",1.0
842,"(5'5"" 135, bigger bottom).",1.0
843,"Im usually a medium across the board, but ordered a large instead.",1.0
844,"I was pleasantly surprised with the fabric, as well.",1.0
845,"I figured for the price the fabric would be cheap, but it has some good density to it and is super soft.",1.0
846,"Due to the versitility, the quality and the price, I'm definitely ordering more right now!",1.0
847,This is gorgeous!!,1.0
848,a closet staple in my opinion!,1.0
849,I mounted it in a shadow box with a beautiful poem.,1.0
850,The irish design made it even better.,1.0
851,"Filling it with ashes was a little difficult, but definately worth it.",1.0
852,"Not this one, this is a very quality hat.",1.0
853,The adjustment strap on the back is more like a buckle instead of that plastic snap system that are on most cheap hats.,1.0
854,The colors are vibrant and the stitching is strong.,1.0
855,"Very comfortable, amazing price!",1.0
856,I love this bag!,1.0
857,"Beautifully made, looks like a real one, presented to a teenager, loved it.",1.0
858,Super cute and trendy.,1.0
859,"I am 5'1"" and the fit was FABULOUS!!!",1.0
860,I got more compliments on this dress and I love the fabric!!!,1.0
861,Very well constructed and easy to put on!,1.0
862,"Product looks great, I loved the Viking ship print!",1.0
863,"For reference I ordered the 3-6month size, it fit my 12lb 23"" long child.",1.0
864,Perfect,1.0
865,I ordered teh same size in black and they were a little small but the brown ones fit perfectly,1.0
866,This jacket replaces a leather coat that I've owned for 2 decades; hopefully with a little care this will also last that long.,1.0
867,"This jacket works with the included belt or without, and there is plenty of pocket space to store your rubble.",1.0
868,"I wish the lining on the pockets was thicker than what this came with (my keys tore holes into the pocket lining after a couple of months) but other than that this coat, when worn with a hooded sweatshirt underneath will keep you toasty right down into the teens temperatures.",1.0
869,very nice material,1.0
870,This dress was amazing I couldn't believe their price it fit her so perfectly thank you so much..,1.0
871,Beautiful beading and stone.,1.0
872,So thrilled to find nickel free jewelry.,1.0
873,Love the adjustment of the chain to wear as choker or longer.,1.0
874,Received way faster than estimated.,1.0
875,I ordered the large and I feel it fits more like a medium although it still looks amazing and that won't keep me from wearing it.,1.0
876,I was in between sizes and went with the smaller.,1.0
877,It's a little too small.,2.0
878,I'll be ordering the next size up though.,0.0
879,I've had some really bad experiences with returns with overseas companies.,2.0
880,I feared the worst when the first try didn't fit.,2.0
881,Well thought out design and a great way to organize travel documents and money.,1.0
882,"First, make sure when you are clipping in your shirt, to make sure the teeth of the clip are on both sides of the shirt.",1.0
883,"It is very easy to miss the teeth and clip on the metal side- this will lead you to think that the clip doesn't hold, but of course, that is not the case.",0.0
